"gene","txp","center","Salmon","kallisto"
"ENSG00000188976.10","ENST00000483767.5","CNAG",112.78,96.81
"ENSG00000188976.10","ENST00000483767.5","HMGU",125.25,105.53
"ENSG00000188976.10","ENST00000483767.5","MPIMG",119.66,86.19
"ENSG00000188976.10","ENST00000483767.5","ICMB",206.78,204.25
"ENSG00000188976.10","ENST00000483767.5","LUMC",170.68,173.29
"ENSG00000188976.10","ENST00000483767.5","UNIGE",197.51,213.65
"ENSG00000188976.10","ENST00000483767.5","UU",148.9,152.94
"ENSG00000187961.13","ENST00000466300.1","CNAG",7.45,2.95
"ENSG00000187961.13","ENST00000466300.1","HMGU",10.2,5.51
"ENSG00000187961.13","ENST00000466300.1","MPIMG",7.43,3.08
"ENSG00000187961.13","ENST00000466300.1","ICMB",15.3,15.33
"ENSG00000187961.13","ENST00000466300.1","LUMC",12.39,15.34
"ENSG00000187961.13","ENST00000466300.1","UNIGE",15.14,18.74
"ENSG00000187961.13","ENST00000466300.1","UU",20.42,24.49
"ENSG00000188290.10","ENST00000304952.10","CNAG",7.35,4.1
"ENSG00000188290.10","ENST00000304952.10","HMGU",8.09,5.15
"ENSG00000188290.10","ENST00000304952.10","MPIMG",7.88,4.85
"ENSG00000188290.10","ENST00000304952.10","ICMB",24.89,28.8
"ENSG00000188290.10","ENST00000304952.10","LUMC",24.24,39.06
"ENSG00000188290.10","ENST00000304952.10","UNIGE",20.42,29.58
"ENSG00000188290.10","ENST00000304952.10","UU",27.16,39.65
"ENSG00000188290.10","ENST00000484667.2","CNAG",0,0
"ENSG00000188290.10","ENST00000484667.2","HMGU",0,0
"ENSG00000188290.10","ENST00000484667.2","MPIMG",0,0
"ENSG00000188290.10","ENST00000484667.2","ICMB",2.89,1.69
"ENSG00000188290.10","ENST00000484667.2","LUMC",2.92,3.42
"ENSG00000188290.10","ENST00000484667.2","UNIGE",3.22,2.57
"ENSG00000188290.10","ENST00000484667.2","UU",5.81,5.63
"ENSG00000188157.14","ENST00000379370.6","CNAG",2083.12,1128.61
"ENSG00000188157.14","ENST00000379370.6","HMGU",2141.33,1162.31
"ENSG00000188157.14","ENST00000379370.6","MPIMG",2096.51,978.84
"ENSG00000188157.14","ENST00000379370.6","ICMB",2180.86,2335.75
"ENSG00000188157.14","ENST00000379370.6","LUMC",2423.39,3159.52
"ENSG00000188157.14","ENST00000379370.6","UNIGE",2436.06,3173.5
"ENSG00000188157.14","ENST00000379370.6","UU",3001.8,3569.69
"ENSG00000188157.14","ENST00000477585.1","CNAG",3.93,2.11
"ENSG00000188157.14","ENST00000477585.1","HMGU",4.81,2.38
"ENSG00000188157.14","ENST00000477585.1","MPIMG",2.65,1.32
"ENSG00000188157.14","ENST00000477585.1","ICMB",5.57,5.62
"ENSG00000188157.14","ENST00000477585.1","LUMC",6.7,9.65
"ENSG00000188157.14","ENST00000477585.1","UNIGE",7.43,10.71
"ENSG00000188157.14","ENST00000477585.1","UU",6.97,8.89
"ENSG00000131591.17","ENST00000421241.6","CNAG",61.35,34.88
"ENSG00000131591.17","ENST00000421241.6","HMGU",70.92,39.99
"ENSG00000131591.17","ENST00000421241.6","MPIMG",47.45,17.04
"ENSG00000131591.17","ENST00000421241.6","ICMB",104.49,108.03
"ENSG00000131591.17","ENST00000421241.6","LUMC",93.24,114.61
"ENSG00000131591.17","ENST00000421241.6","UNIGE",91.94,120.17
"ENSG00000131591.17","ENST00000421241.6","UU",121.15,148.87
"ENSG00000186891.13","ENST00000379268.6","CNAG",71.03,24.65
"ENSG00000186891.13","ENST00000379268.6","HMGU",56.11,23.85
"ENSG00000186891.13","ENST00000379268.6","MPIMG",47.31,15.75
"ENSG00000186891.13","ENST00000379268.6","ICMB",72.69,74.96
"ENSG00000186891.13","ENST00000379268.6","LUMC",71.25,92.97
"ENSG00000186891.13","ENST00000379268.6","UNIGE",58.8,73.38
"ENSG00000186891.13","ENST00000379268.6","UU",89.42,103.4
"ENSG00000186827.10","ENST00000379236.3","CNAG",35.19,12.66
"ENSG00000186827.10","ENST00000379236.3","HMGU",45.89,15.93
"ENSG00000186827.10","ENST00000379236.3","MPIMG",38.18,9.93
"ENSG00000186827.10","ENST00000379236.3","ICMB",64.27,69.74
"ENSG00000186827.10","ENST00000379236.3","LUMC",64.14,90.91
"ENSG00000186827.10","ENST00000379236.3","UNIGE",48.29,67.86
"ENSG00000186827.10","ENST00000379236.3","UU",65.78,84.36
"ENSG00000186827.10","ENST00000453580.1","CNAG",0,5.33
"ENSG00000186827.10","ENST00000453580.1","HMGU",0,5.24
"ENSG00000186827.10","ENST00000453580.1","MPIMG",0,3.64
"ENSG00000186827.10","ENST00000453580.1","ICMB",0,0
"ENSG00000186827.10","ENST00000453580.1","LUMC",0,0
"ENSG00000186827.10","ENST00000453580.1","UNIGE",0,0
"ENSG00000186827.10","ENST00000453580.1","UU",0,0
"ENSG00000078808.16","ENST00000360001.10","CNAG",1587.12,1253.82
"ENSG00000078808.16","ENST00000360001.10","HMGU",1346.5,1029.13
"ENSG00000078808.16","ENST00000360001.10","MPIMG",1358.54,1067.85
"ENSG00000078808.16","ENST00000360001.10","ICMB",1496.06,1528.36
"ENSG00000078808.16","ENST00000360001.10","LUMC",1600.83,1745.46
"ENSG00000078808.16","ENST00000360001.10","UNIGE",1443.17,1606.62
"ENSG00000078808.16","ENST00000360001.10","UU",1716.23,1833.64
"ENSG00000078808.16","ENST00000263741.11","CNAG",43.76,37.32
"ENSG00000078808.16","ENST00000263741.11","HMGU",40,31.95
"ENSG00000078808.16","ENST00000263741.11","MPIMG",25.61,19.61
"ENSG00000078808.16","ENST00000263741.11","ICMB",75.07,94.5
"ENSG00000078808.16","ENST00000263741.11","LUMC",84.72,111.25
"ENSG00000078808.16","ENST00000263741.11","UNIGE",76.73,109.81
"ENSG00000078808.16","ENST00000263741.11","UU",97.85,126.2
"ENSG00000078808.16","ENST00000403997.2","CNAG",18.17,260.25
"ENSG00000078808.16","ENST00000403997.2","HMGU",17.03,181.07
"ENSG00000078808.16","ENST00000403997.2","MPIMG",20.81,213.14
"ENSG00000078808.16","ENST00000403997.2","ICMB",3.51,48.51
"ENSG00000078808.16","ENST00000403997.2","LUMC",2.36,10.57
"ENSG00000078808.16","ENST00000403997.2","UNIGE",2.57,27.47
"ENSG00000078808.16","ENST00000403997.2","UU",2.4,32.5
"ENSG00000160087.20","ENST00000347370.6","CNAG",76.69,32.84
"ENSG00000160087.20","ENST00000347370.6","HMGU",83.4,37.38
"ENSG00000160087.20","ENST00000347370.6","MPIMG",64.83,23.57
"ENSG00000160087.20","ENST00000347370.6","ICMB",174.79,137.27
"ENSG00000160087.20","ENST00000347370.6","LUMC",183.89,175.37
"ENSG00000160087.20","ENST00000347370.6","UNIGE",141.63,143.92
"ENSG00000160087.20","ENST00000347370.6","UU",269.22,237.25
"ENSG00000160087.20","ENST00000349431.10","CNAG",259.73,281.54
"ENSG00000160087.20","ENST00000349431.10","HMGU",263.61,273.58
"ENSG00000160087.20","ENST00000349431.10","MPIMG",211.28,222.41
"ENSG00000160087.20","ENST00000349431.10","ICMB",525.9,483.76
"ENSG00000160087.20","ENST00000349431.10","LUMC",476.71,497.79
"ENSG00000160087.20","ENST00000349431.10","UNIGE",429.97,438.95
"ENSG00000160087.20","ENST00000349431.10","UU",552.89,561.85
"ENSG00000160087.20","ENST00000400929.6","CNAG",28.9,39.66
"ENSG00000160087.20","ENST00000400929.6","HMGU",37.42,51.64
"ENSG00000160087.20","ENST00000400929.6","MPIMG",22.89,33.75
"ENSG00000160087.20","ENST00000400929.6","ICMB",201.12,221.86
"ENSG00000160087.20","ENST00000400929.6","LUMC",156.17,174.1
"ENSG00000160087.20","ENST00000400929.6","UNIGE",142.61,172.32
"ENSG00000160087.20","ENST00000400929.6","UU",203.64,215.2
"ENSG00000160087.20","ENST00000360466.6","CNAG",295.16,262.58
"ENSG00000160087.20","ENST00000360466.6","HMGU",281.49,262.45
"ENSG00000160087.20","ENST00000360466.6","MPIMG",269.39,302.64
"ENSG00000160087.20","ENST00000360466.6","ICMB",66.45,57.09
"ENSG00000160087.20","ENST00000360466.6","LUMC",71.17,55.42
"ENSG00000160087.20","ENST00000360466.6","UNIGE",81.49,52.26
"ENSG00000160087.20","ENST00000360466.6","UU",54.38,35.27
"ENSG00000131584.18","ENST00000354700.9","CNAG",296.02,241.24
"ENSG00000131584.18","ENST00000354700.9","HMGU",297.3,265.48
"ENSG00000131584.18","ENST00000354700.9","MPIMG",269.59,221.35
"ENSG00000131584.18","ENST00000354700.9","ICMB",336.91,345.15
"ENSG00000131584.18","ENST00000354700.9","LUMC",324.13,396.88
"ENSG00000131584.18","ENST00000354700.9","UNIGE",324.2,411.5
"ENSG00000131584.18","ENST00000354700.9","UU",437.84,505.96
"ENSG00000169972.11","ENST00000379031.9","CNAG",192.5,152.79
"ENSG00000169972.11","ENST00000379031.9","HMGU",168.51,127.57
"ENSG00000169972.11","ENST00000379031.9","MPIMG",175.39,121.62
"ENSG00000169972.11","ENST00000379031.9","ICMB",213,224.67
"ENSG00000169972.11","ENST00000379031.9","LUMC",178.18,219.74
"ENSG00000169972.11","ENST00000379031.9","UNIGE",176.2,225.83
"ENSG00000169972.11","ENST00000379031.9","UU",224.09,270.01
"ENSG00000169972.11","ENST00000470520.5","CNAG",2.22,0.83
"ENSG00000169972.11","ENST00000470520.5","HMGU",1.92,0.95
"ENSG00000169972.11","ENST00000470520.5","MPIMG",0,0
"ENSG00000169972.11","ENST00000470520.5","ICMB",6.31,5.37
"ENSG00000169972.11","ENST00000470520.5","LUMC",5.16,6.15
"ENSG00000169972.11","ENST00000470520.5","UNIGE",5.01,5.5
"ENSG00000169972.11","ENST00000470520.5","UU",6.23,7.7
"ENSG00000169972.11","ENST00000463758.1","CNAG",0,0
"ENSG00000169972.11","ENST00000463758.1","HMGU",0,0
"ENSG00000169972.11","ENST00000463758.1","MPIMG",0,0
"ENSG00000169972.11","ENST00000463758.1","ICMB",2.39,2.88
"ENSG00000169972.11","ENST00000463758.1","LUMC",3.31,5.44
"ENSG00000169972.11","ENST00000463758.1","UNIGE",2.21,3.72
"ENSG00000169972.11","ENST00000463758.1","UU",2.93,4.12
"ENSG00000169972.11","ENST00000467712.1","CNAG",0,0
"ENSG00000169972.11","ENST00000467712.1","HMGU",0,0
"ENSG00000169972.11","ENST00000467712.1","MPIMG",0,0
"ENSG00000169972.11","ENST00000467712.1","ICMB",6.42,2.25
"ENSG00000169972.11","ENST00000467712.1","LUMC",5.39,5.76
"ENSG00000169972.11","ENST00000467712.1","UNIGE",5.63,5.5
"ENSG00000169972.11","ENST00000467712.1","UU",7.95,8.21
"ENSG00000127054.20","ENST00000461514.6","CNAG",0.89,1.97
"ENSG00000127054.20","ENST00000461514.6","HMGU",0.76,2.05
"ENSG00000127054.20","ENST00000461514.6","MPIMG",0,0
"ENSG00000127054.20","ENST00000461514.6","ICMB",13.71,13.69
"ENSG00000127054.20","ENST00000461514.6","LUMC",11.13,14.65
"ENSG00000127054.20","ENST00000461514.6","UNIGE",9.71,13.89
"ENSG00000127054.20","ENST00000461514.6","UU",16.87,18.31
"ENSG00000224051.6","ENST00000343938.8","CNAG",326.45,235.96
"ENSG00000224051.6","ENST00000343938.8","HMGU",307.01,218.44
"ENSG00000224051.6","ENST00000343938.8","MPIMG",291.79,177.28
"ENSG00000224051.6","ENST00000343938.8","ICMB",351.31,383.28
"ENSG00000224051.6","ENST00000343938.8","LUMC",342.04,432.92
"ENSG00000224051.6","ENST00000343938.8","UNIGE",346.3,459.44
"ENSG00000224051.6","ENST00000343938.8","UU",402.02,502.27
"ENSG00000107404.19","ENST00000378891.9","CNAG",153.79,295.65
"ENSG00000107404.19","ENST00000378891.9","HMGU",200.26,263.46
"ENSG00000107404.19","ENST00000378891.9","MPIMG",151.62,207.24
"ENSG00000107404.19","ENST00000378891.9","ICMB",258.55,399.87
"ENSG00000107404.19","ENST00000378891.9","LUMC",269.13,434.31
"ENSG00000107404.19","ENST00000378891.9","UNIGE",238.07,417.7
"ENSG00000107404.19","ENST00000378891.9","UU",318.75,531.42
"ENSG00000107404.19","ENST00000378888.9","CNAG",224.52,0
"ENSG00000107404.19","ENST00000378888.9","HMGU",173.01,0
"ENSG00000107404.19","ENST00000378888.9","MPIMG",180.5,0
"ENSG00000107404.19","ENST00000378888.9","ICMB",213.41,91.95
"ENSG00000107404.19","ENST00000378888.9","LUMC",205.28,131.8
"ENSG00000107404.19","ENST00000378888.9","UNIGE",203.92,111.52
"ENSG00000107404.19","ENST00000378888.9","UU",250.39,126.94
"ENSG00000107404.19","ENST00000634054.1","CNAG",0,0
"ENSG00000107404.19","ENST00000634054.1","HMGU",2.71,2.69
"ENSG00000107404.19","ENST00000634054.1","MPIMG",0,0
"ENSG00000107404.19","ENST00000634054.1","ICMB",6.04,9.1
"ENSG00000107404.19","ENST00000634054.1","LUMC",6.16,12.43
"ENSG00000107404.19","ENST00000634054.1","UNIGE",4.93,9.76
"ENSG00000107404.19","ENST00000634054.1","UU",8.02,16
"ENSG00000162576.16","ENST00000476718.1","CNAG",0,0
"ENSG00000162576.16","ENST00000476718.1","HMGU",0,0
"ENSG00000162576.16","ENST00000476718.1","MPIMG",0,0
"ENSG00000162576.16","ENST00000476718.1","ICMB",3.06,3.39
"ENSG00000162576.16","ENST00000476718.1","LUMC",2.96,4.11
"ENSG00000162576.16","ENST00000476718.1","UNIGE",2.34,3.32
"ENSG00000162576.16","ENST00000476718.1","UU",2.58,4.02
"ENSG00000175756.13","ENST00000338370.7","CNAG",21.89,0
"ENSG00000175756.13","ENST00000338370.7","HMGU",46.67,10.12
"ENSG00000175756.13","ENST00000338370.7","MPIMG",17.43,0
"ENSG00000175756.13","ENST00000338370.7","ICMB",85.79,73.49
"ENSG00000175756.13","ENST00000338370.7","LUMC",74.3,98.31
"ENSG00000175756.13","ENST00000338370.7","UNIGE",66.59,87.46
"ENSG00000175756.13","ENST00000338370.7","UU",105.13,122.86
"ENSG00000175756.13","ENST00000338338.9","CNAG",112.82,66.88
"ENSG00000175756.13","ENST00000338338.9","HMGU",145.58,88.19
"ENSG00000175756.13","ENST00000338338.9","MPIMG",82.61,41.48
"ENSG00000175756.13","ENST00000338338.9","ICMB",512.8,553.3
"ENSG00000175756.13","ENST00000338338.9","LUMC",406.51,536.6
"ENSG00000175756.13","ENST00000338338.9","UNIGE",352.85,466.41
"ENSG00000175756.13","ENST00000338338.9","UU",529.04,675.56
"ENSG00000175756.13","ENST00000321751.9","CNAG",478.84,1201.43
"ENSG00000175756.13","ENST00000321751.9","HMGU",562.63,988.59
"ENSG00000175756.13","ENST00000321751.9","MPIMG",635.08,1046.46
"ENSG00000175756.13","ENST00000321751.9","ICMB",281.3,542.84
"ENSG00000175756.13","ENST00000321751.9","LUMC",269.39,393.59
"ENSG00000175756.13","ENST00000321751.9","UNIGE",302.55,528.1
"ENSG00000175756.13","ENST00000321751.9","UU",305.04,516.58
"ENSG00000175756.13","ENST00000378853.3","CNAG",1003.18,13.84
"ENSG00000175756.13","ENST00000378853.3","HMGU",644.85,27.73
"ENSG00000175756.13","ENST00000378853.3","MPIMG",695.44,0
"ENSG00000175756.13","ENST00000378853.3","ICMB",763.6,486.72
"ENSG00000175756.13","ENST00000378853.3","LUMC",591.99,681.24
"ENSG00000175756.13","ENST00000378853.3","UNIGE",530.76,467.17
"ENSG00000175756.13","ENST00000378853.3","UU",728.78,706
"ENSG00000175756.13","ENST00000489799.1","CNAG",14.39,9.75
"ENSG00000175756.13","ENST00000489799.1","HMGU",13.78,9.15
"ENSG00000175756.13","ENST00000489799.1","MPIMG",13.04,7.19
"ENSG00000175756.13","ENST00000489799.1","ICMB",17.44,18.43
"ENSG00000175756.13","ENST00000489799.1","LUMC",16.31,24.41
"ENSG00000175756.13","ENST00000489799.1","UNIGE",12.94,18.97
"ENSG00000175756.13","ENST00000489799.1","UU",21.17,28.89
"ENSG00000197785.13","ENST00000378756.7","CNAG",1005.8,182.13
"ENSG00000197785.13","ENST00000378756.7","HMGU",990.66,247.41
"ENSG00000197785.13","ENST00000378756.7","MPIMG",912.54,113.69
"ENSG00000197785.13","ENST00000378756.7","ICMB",1170.75,902.19
"ENSG00000197785.13","ENST00000378756.7","LUMC",1168.57,1294.08
"ENSG00000197785.13","ENST00000378756.7","UNIGE",1030.04,1053
"ENSG00000197785.13","ENST00000378756.7","UU",1212.24,1127.4
"ENSG00000197530.12","ENST00000487053.5","CNAG",1.49,0
"ENSG00000197530.12","ENST00000487053.5","HMGU",20.74,0
"ENSG00000197530.12","ENST00000487053.5","MPIMG",0,0
"ENSG00000197530.12","ENST00000487053.5","ICMB",57.18,43.97
"ENSG00000197530.12","ENST00000487053.5","LUMC",67.09,87.64
"ENSG00000197530.12","ENST00000487053.5","UNIGE",40.42,50
"ENSG00000197530.12","ENST00000487053.5","UU",60.61,58.76
"ENSG00000197530.12","ENST00000502470.5","CNAG",0,0
"ENSG00000197530.12","ENST00000502470.5","HMGU",0,0
"ENSG00000197530.12","ENST00000502470.5","MPIMG",0,0
"ENSG00000197530.12","ENST00000502470.5","ICMB",6.71,2.43
"ENSG00000197530.12","ENST00000502470.5","LUMC",6.4,7.72
"ENSG00000197530.12","ENST00000502470.5","UNIGE",5.91,6.02
"ENSG00000197530.12","ENST00000502470.5","UU",8.44,6.87
"ENSG00000197530.12","ENST00000483015.1","CNAG",0,0
"ENSG00000197530.12","ENST00000483015.1","HMGU",1.62,0.54
"ENSG00000197530.12","ENST00000483015.1","MPIMG",0,0
"ENSG00000197530.12","ENST00000483015.1","ICMB",38.78,26.51
"ENSG00000197530.12","ENST00000483015.1","LUMC",27.04,38.56
"ENSG00000197530.12","ENST00000483015.1","UNIGE",29.1,34.3
"ENSG00000197530.12","ENST00000483015.1","UU",41.8,49.74
"ENSG00000197530.12","ENST00000511910.1","CNAG",0,0
"ENSG00000197530.12","ENST00000511910.1","HMGU",0,0
"ENSG00000197530.12","ENST00000511910.1","MPIMG",0,0
"ENSG00000197530.12","ENST00000511910.1","ICMB",4.36,0
"ENSG00000197530.12","ENST00000511910.1","LUMC",2.94,2.56
"ENSG00000197530.12","ENST00000511910.1","UNIGE",3.27,3.16
"ENSG00000197530.12","ENST00000511910.1","UU",4.11,2.52
"ENSG00000197530.12","ENST00000470373.1","CNAG",0,0
"ENSG00000197530.12","ENST00000470373.1","HMGU",0,0
"ENSG00000197530.12","ENST00000470373.1","MPIMG",0,0
"ENSG00000197530.12","ENST00000470373.1","ICMB",4.2,4.47
"ENSG00000197530.12","ENST00000470373.1","LUMC",5.78,9.59
"ENSG00000197530.12","ENST00000470373.1","UNIGE",6.01,12.2
"ENSG00000197530.12","ENST00000470373.1","UU",4.06,4.48
"ENSG00000008130.15","ENST00000341426.9","CNAG",665.41,205.53
"ENSG00000008130.15","ENST00000341426.9","HMGU",598.74,213.86
"ENSG00000008130.15","ENST00000341426.9","MPIMG",612.03,188.44
"ENSG00000008130.15","ENST00000341426.9","ICMB",1320.76,683.18
"ENSG00000008130.15","ENST00000341426.9","LUMC",1507.94,1406.28
"ENSG00000008130.15","ENST00000341426.9","UNIGE",1118.51,837.38
"ENSG00000008130.15","ENST00000341426.9","UU",1540.76,998.78
"ENSG00000008130.15","ENST00000341991.7","CNAG",929.59,1437.4
"ENSG00000008130.15","ENST00000341991.7","HMGU",895.23,1327.5
"ENSG00000008130.15","ENST00000341991.7","MPIMG",867.71,1281.49
"ENSG00000008130.15","ENST00000341991.7","ICMB",496.02,1016.85
"ENSG00000008130.15","ENST00000341991.7","LUMC",149.04,346
"ENSG00000008130.15","ENST00000341991.7","UNIGE",532.05,823.41
"ENSG00000008130.15","ENST00000341991.7","UU",322.7,810.4
"ENSG00000162585.16","ENST00000400919.7","CNAG",18.07,7.15
"ENSG00000162585.16","ENST00000400919.7","HMGU",24.13,11.14
"ENSG00000162585.16","ENST00000400919.7","MPIMG",20.17,9.1
"ENSG00000162585.16","ENST00000400919.7","ICMB",40.23,33.38
"ENSG00000162585.16","ENST00000400919.7","LUMC",47.03,43.33
"ENSG00000162585.16","ENST00000400919.7","UNIGE",30.78,27.2
"ENSG00000162585.16","ENST00000400919.7","UU",47.03,43.67
"ENSG00000162585.16","ENST00000378543.2","CNAG",0,0
"ENSG00000162585.16","ENST00000378543.2","HMGU",0,0
"ENSG00000162585.16","ENST00000378543.2","MPIMG",0,0
"ENSG00000162585.16","ENST00000378543.2","ICMB",25.41,10.66
"ENSG00000162585.16","ENST00000378543.2","LUMC",16.52,16.33
"ENSG00000162585.16","ENST00000378543.2","UNIGE",17.83,17.75
"ENSG00000162585.16","ENST00000378543.2","UU",18.72,17.12
"ENSG00000162585.16","ENST00000378546.8","CNAG",107.48,0
"ENSG00000162585.16","ENST00000378546.8","HMGU",113.07,0
"ENSG00000162585.16","ENST00000378546.8","MPIMG",0,0
"ENSG00000162585.16","ENST00000378546.8","ICMB",374.06,351.33
"ENSG00000162585.16","ENST00000378546.8","LUMC",320.27,477.89
"ENSG00000162585.16","ENST00000378546.8","UNIGE",308.47,454.14
"ENSG00000162585.16","ENST00000378546.8","UU",431.86,532.5
"ENSG00000162585.16","ENST00000476803.1","CNAG",147.69,123.54
"ENSG00000162585.16","ENST00000476803.1","HMGU",148.87,110.41
"ENSG00000162585.16","ENST00000476803.1","MPIMG",128.17,88.73
"ENSG00000162585.16","ENST00000476803.1","ICMB",42.57,65.82
"ENSG00000162585.16","ENST00000476803.1","LUMC",35.29,43.05
"ENSG00000162585.16","ENST00000476803.1","UNIGE",44.99,63.45
"ENSG00000162585.16","ENST00000476803.1","UU",44.69,57.66
"ENSG00000157933.9","ENST00000378536.4","CNAG",469.02,389.89
"ENSG00000157933.9","ENST00000378536.4","HMGU",443.45,384.76
"ENSG00000157933.9","ENST00000378536.4","MPIMG",470.1,388.21
"ENSG00000157933.9","ENST00000378536.4","ICMB",398.93,418.38
"ENSG00000157933.9","ENST00000378536.4","LUMC",444.31,518.95
"ENSG00000157933.9","ENST00000378536.4","UNIGE",484.43,580.46
"ENSG00000157933.9","ENST00000378536.4","UU",437.78,491.69
"ENSG00000157916.19","ENST00000378513.7","CNAG",0,0
"ENSG00000157916.19","ENST00000378513.7","HMGU",0,0
"ENSG00000157916.19","ENST00000378513.7","MPIMG",0,0
"ENSG00000157916.19","ENST00000378513.7","ICMB",94.39,95.74
"ENSG00000157916.19","ENST00000378513.7","LUMC",119.36,125.46
"ENSG00000157916.19","ENST00000378513.7","UNIGE",115.75,121.69
"ENSG00000157916.19","ENST00000378513.7","UU",124.37,130.8
"ENSG00000157916.19","ENST00000378518.5","CNAG",4.41,3.51
"ENSG00000157916.19","ENST00000378518.5","HMGU",3.87,2.94
"ENSG00000157916.19","ENST00000378518.5","MPIMG",3.73,2.61
"ENSG00000157916.19","ENST00000378518.5","ICMB",40.76,17.46
"ENSG00000157916.19","ENST00000378518.5","LUMC",31.07,33.14
"ENSG00000157916.19","ENST00000378518.5","UNIGE",24.94,13.18
"ENSG00000157916.19","ENST00000378518.5","UU",29.43,26.87
"ENSG00000157916.19","ENST00000443438.5","CNAG",338.71,377.26
"ENSG00000157916.19","ENST00000443438.5","HMGU",339.72,378.57
"ENSG00000157916.19","ENST00000443438.5","MPIMG",336.94,406.02
"ENSG00000157916.19","ENST00000443438.5","ICMB",286.17,262.94
"ENSG00000157916.19","ENST00000443438.5","LUMC",268.67,260.29
"ENSG00000157916.19","ENST00000443438.5","UNIGE",342.28,324.51
"ENSG00000157916.19","ENST00000443438.5","UU",325.61,288.74
"ENSG00000157916.19","ENST00000462129.1","CNAG",109.28,104.46
"ENSG00000157916.19","ENST00000462129.1","HMGU",80.42,67.4
"ENSG00000157916.19","ENST00000462129.1","MPIMG",95.91,81.1
"ENSG00000157916.19","ENST00000462129.1","ICMB",67.68,42.94
"ENSG00000157916.19","ENST00000462129.1","LUMC",33.71,21.95
"ENSG00000157916.19","ENST00000462129.1","UNIGE",37.49,22.72
"ENSG00000157916.19","ENST00000462129.1","UU",44.87,31.42
"ENSG00000272449.1","ENST00000606645.1","CNAG",16.86,9.02
"ENSG00000272449.1","ENST00000606645.1","HMGU",17.74,8.72
"ENSG00000272449.1","ENST00000606645.1","MPIMG",15.59,7.38
"ENSG00000272449.1","ENST00000606645.1","ICMB",30.44,33.55
"ENSG00000272449.1","ENST00000606645.1","LUMC",24.31,35.18
"ENSG00000272449.1","ENST00000606645.1","UNIGE",23.88,33.67
"ENSG00000272449.1","ENST00000606645.1","UU",28.99,39.09
"ENSG00000157870.14","ENST00000493183.5","CNAG",0,0
"ENSG00000157870.14","ENST00000493183.5","HMGU",0,0
"ENSG00000157870.14","ENST00000493183.5","MPIMG",0,0
"ENSG00000157870.14","ENST00000493183.5","ICMB",9.33,9.38
"ENSG00000157870.14","ENST00000493183.5","LUMC",10.8,14.2
"ENSG00000157870.14","ENST00000493183.5","UNIGE",8.78,11.22
"ENSG00000157870.14","ENST00000493183.5","UU",9.69,10.97
"ENSG00000078900.14","ENST00000354437.8","CNAG",21.97,0
"ENSG00000078900.14","ENST00000354437.8","HMGU",28.78,0
"ENSG00000078900.14","ENST00000354437.8","MPIMG",3.91,0
"ENSG00000078900.14","ENST00000354437.8","ICMB",47.45,38.19
"ENSG00000078900.14","ENST00000354437.8","LUMC",64.25,72.61
"ENSG00000078900.14","ENST00000354437.8","UNIGE",81.53,81.08
"ENSG00000078900.14","ENST00000354437.8","UU",56.61,68.65
"ENSG00000078900.14","ENST00000378288.8","CNAG",109.31,0
"ENSG00000078900.14","ENST00000378288.8","HMGU",7.77,0
"ENSG00000078900.14","ENST00000378288.8","MPIMG",109.63,0
"ENSG00000078900.14","ENST00000378288.8","ICMB",0,0
"ENSG00000078900.14","ENST00000378288.8","LUMC",0,0
"ENSG00000078900.14","ENST00000378288.8","UNIGE",0,0
"ENSG00000078900.14","ENST00000378288.8","UU",0,0
"ENSG00000130764.9","ENST00000462356.5","CNAG",125.83,165.12
"ENSG00000130764.9","ENST00000462356.5","HMGU",123.62,157.01
"ENSG00000130764.9","ENST00000462356.5","MPIMG",129.09,171.02
"ENSG00000130764.9","ENST00000462356.5","ICMB",90.94,109.17
"ENSG00000130764.9","ENST00000462356.5","LUMC",101.88,127.98
"ENSG00000130764.9","ENST00000462356.5","UNIGE",86.32,103.29
"ENSG00000130764.9","ENST00000462356.5","UU",116.14,131.07
"ENSG00000116251.9","ENST00000497965.5","CNAG",128.75,1199.82
"ENSG00000116251.9","ENST00000497965.5","HMGU",773.55,1537.68
"ENSG00000116251.9","ENST00000497965.5","MPIMG",176.75,1279.79
"ENSG00000116251.9","ENST00000497965.5","ICMB",60.25,160.53
"ENSG00000116251.9","ENST00000497965.5","LUMC",1716.52,1670.2
"ENSG00000116251.9","ENST00000497965.5","UNIGE",143.31,204.06
"ENSG00000116251.9","ENST00000497965.5","UU",1204.94,1708.38
"ENSG00000116251.9","ENST00000471204.5","CNAG",561.41,7184.2
"ENSG00000116251.9","ENST00000471204.5","HMGU",1012.93,6281.79
"ENSG00000116251.9","ENST00000471204.5","MPIMG",502.15,7062.91
"ENSG00000116251.9","ENST00000471204.5","ICMB",2627.59,8138.99
"ENSG00000116251.9","ENST00000471204.5","LUMC",5282,5527.24
"ENSG00000116251.9","ENST00000471204.5","UNIGE",4091.25,4255.73
"ENSG00000116251.9","ENST00000471204.5","UU",5502.96,5851.65
"ENSG00000116251.9","ENST00000465387.5","CNAG",6283.22,43.22
"ENSG00000116251.9","ENST00000465387.5","HMGU",5303.04,25.81
"ENSG00000116251.9","ENST00000465387.5","MPIMG",6378.19,33.51
"ENSG00000116251.9","ENST00000465387.5","ICMB",5160.77,92.89
"ENSG00000116251.9","ENST00000465387.5","LUMC",207.46,69.66
