"gene","txp","center","Salmon","kallisto"
"ENSG00000139737.21","ENST00000418532.5","ICMB",370.26,133.67
"ENSG00000139737.21","ENST00000418532.5","LUMC",610.65,480.91
"ENSG00000139737.21","ENST00000418532.5","UNIGE",329.2,191.49
"ENSG00000139737.21","ENST00000418532.5","UU",526.96,318.58
"ENSG00000139737.21","ENST00000466548.5","CNAG",382.59,13.69
"ENSG00000139737.21","ENST00000466548.5","HMGU",301.9,6.61
"ENSG00000139737.21","ENST00000466548.5","MPIMG",363.3,7.72
"ENSG00000139737.21","ENST00000466548.5","ICMB",0,0
"ENSG00000139737.21","ENST00000466548.5","LUMC",0,0
"ENSG00000139737.21","ENST00000466548.5","UNIGE",0,0
"ENSG00000139737.21","ENST00000466548.5","UU",0,0
"ENSG00000134897.13","ENST00000491929.1","CNAG",9.52,5.33
"ENSG00000134897.13","ENST00000491929.1","HMGU",10.6,6.73
"ENSG00000134897.13","ENST00000491929.1","MPIMG",10.4,6.06
"ENSG00000134897.13","ENST00000491929.1","ICMB",14.36,13.45
"ENSG00000134897.13","ENST00000491929.1","LUMC",23.39,26.92
"ENSG00000134897.13","ENST00000491929.1","UNIGE",20.69,23.04
"ENSG00000134897.13","ENST00000491929.1","UU",18.95,20.63
"ENSG00000134884.13","ENST00000400198.7","CNAG",1199.76,970.84
"ENSG00000134884.13","ENST00000400198.7","HMGU",1077.56,996.02
"ENSG00000134884.13","ENST00000400198.7","MPIMG",1122.3,949.84
"ENSG00000134884.13","ENST00000400198.7","ICMB",1439.29,1411.73
"ENSG00000134884.13","ENST00000400198.7","LUMC",1560.4,1463.63
"ENSG00000134884.13","ENST00000400198.7","UNIGE",1614.34,1496.52
"ENSG00000134884.13","ENST00000400198.7","UU",1601.8,1545.38
"ENSG00000134905.16","ENST00000481787.6","CNAG",0,14.16
"ENSG00000134905.16","ENST00000481787.6","HMGU",0,7.92
"ENSG00000134905.16","ENST00000481787.6","MPIMG",0,0
"ENSG00000134905.16","ENST00000481787.6","ICMB",0,70.08
"ENSG00000134905.16","ENST00000481787.6","LUMC",7.71,80.05
"ENSG00000134905.16","ENST00000481787.6","UNIGE",52.09,166.88
"ENSG00000134905.16","ENST00000481787.6","UU",33.92,136.88
"ENSG00000102606.17","ENST00000375736.8","CNAG",2157.58,467.59
"ENSG00000102606.17","ENST00000375736.8","HMGU",2204.81,509.15
"ENSG00000102606.17","ENST00000375736.8","MPIMG",1990.29,401.11
"ENSG00000102606.17","ENST00000375736.8","ICMB",1697.15,544.6
"ENSG00000102606.17","ENST00000375736.8","LUMC",1143.51,632.16
"ENSG00000102606.17","ENST00000375736.8","UNIGE",1286.68,600
"ENSG00000102606.17","ENST00000375736.8","UU",1420.94,747.89
"ENSG00000102606.17","ENST00000426073.6","CNAG",808.07,2493.48
"ENSG00000102606.17","ENST00000426073.6","HMGU",938.15,2402.98
"ENSG00000102606.17","ENST00000426073.6","MPIMG",1014.98,2454.05
"ENSG00000102606.17","ENST00000426073.6","ICMB",1215.16,2368.52
"ENSG00000102606.17","ENST00000426073.6","LUMC",1667.94,2130.24
"ENSG00000102606.17","ENST00000426073.6","UNIGE",1592.24,2126.64
"ENSG00000102606.17","ENST00000426073.6","UU",1616.94,2072.6
"ENSG00000126226.21","ENST00000375457.2","CNAG",10.18,3.33
"ENSG00000126226.21","ENST00000375457.2","HMGU",14.46,3.83
"ENSG00000126226.21","ENST00000375457.2","MPIMG",0,0
"ENSG00000126226.21","ENST00000375457.2","ICMB",19.48,11.51
"ENSG00000126226.21","ENST00000375457.2","LUMC",20.49,17.65
"ENSG00000126226.21","ENST00000375457.2","UNIGE",17.99,13.84
"ENSG00000126226.21","ENST00000375457.2","UU",25.15,19.65
"ENSG00000139842.14","ENST00000375440.8","CNAG",0,0
"ENSG00000139842.14","ENST00000375440.8","HMGU",0,0
"ENSG00000139842.14","ENST00000375440.8","MPIMG",0,0
"ENSG00000139842.14","ENST00000375440.8","ICMB",20.69,83.31
"ENSG00000139842.14","ENST00000375440.8","LUMC",172,285.72
"ENSG00000139842.14","ENST00000375440.8","UNIGE",69.99,181.39
"ENSG00000139842.14","ENST00000375440.8","UU",61.35,130.47
"ENSG00000139842.14","ENST00000472083.1","CNAG",0,31.63
"ENSG00000139842.14","ENST00000472083.1","HMGU",0,17.18
"ENSG00000139842.14","ENST00000472083.1","MPIMG",0,27.49
"ENSG00000139842.14","ENST00000472083.1","ICMB",0,24.7
"ENSG00000139842.14","ENST00000472083.1","LUMC",0,0
"ENSG00000139842.14","ENST00000472083.1","UNIGE",0,0
"ENSG00000139842.14","ENST00000472083.1","UU",0,0
"ENSG00000130177.14","ENST00000360383.7","CNAG",81.39,0
"ENSG00000130177.14","ENST00000360383.7","HMGU",116.39,0
"ENSG00000130177.14","ENST00000360383.7","MPIMG",178.33,0
"ENSG00000130177.14","ENST00000360383.7","ICMB",199.69,8.71
"ENSG00000130177.14","ENST00000360383.7","LUMC",127.19,50.55
"ENSG00000130177.14","ENST00000360383.7","UNIGE",46.62,4.04
"ENSG00000130177.14","ENST00000360383.7","UU",162.37,30.62
"ENSG00000130177.14","ENST00000628084.2","CNAG",35.18,0
"ENSG00000130177.14","ENST00000628084.2","HMGU",34.86,0
"ENSG00000130177.14","ENST00000628084.2","MPIMG",25.98,0
"ENSG00000130177.14","ENST00000628084.2","ICMB",59.77,23.83
"ENSG00000130177.14","ENST00000628084.2","LUMC",30.42,25.09
"ENSG00000130177.14","ENST00000628084.2","UNIGE",23.91,13.33
"ENSG00000130177.14","ENST00000628084.2","UU",33.56,24.15
"ENSG00000130177.14","ENST00000252457.9","CNAG",116.93,213.57
"ENSG00000130177.14","ENST00000252457.9","HMGU",130.42,214.67
"ENSG00000130177.14","ENST00000252457.9","MPIMG",121.27,224.48
"ENSG00000130177.14","ENST00000252457.9","ICMB",78.93,192.45
"ENSG00000130177.14","ENST00000252457.9","LUMC",91.25,119.61
"ENSG00000130177.14","ENST00000252457.9","UNIGE",80.31,112.48
"ENSG00000130177.14","ENST00000252457.9","UU",94.39,175.14
"ENSG00000130177.14","ENST00000375308.5","CNAG",116.93,213.57
"ENSG00000130177.14","ENST00000375308.5","HMGU",130.42,214.67
"ENSG00000130177.14","ENST00000375308.5","MPIMG",121.27,224.48
"ENSG00000130177.14","ENST00000375308.5","ICMB",78.93,192.45
"ENSG00000130177.14","ENST00000375308.5","LUMC",91.25,119.61
"ENSG00000130177.14","ENST00000375308.5","UNIGE",80.31,112.48
"ENSG00000130177.14","ENST00000375308.5","UU",94.39,175.14
"ENSG00000169062.14","ENST00000474056.5","CNAG",2.98,2.89
"ENSG00000169062.14","ENST00000474056.5","HMGU",3.32,2.6
"ENSG00000169062.14","ENST00000474056.5","MPIMG",3.46,3.42
"ENSG00000169062.14","ENST00000474056.5","ICMB",25.15,19.62
"ENSG00000169062.14","ENST00000474056.5","LUMC",28.76,22.11
"ENSG00000169062.14","ENST00000474056.5","UNIGE",31.66,25.24
"ENSG00000169062.14","ENST00000474056.5","UU",24.43,18.24
"ENSG00000169062.14","ENST00000493727.5","CNAG",5.32,12.67
"ENSG00000169062.14","ENST00000493727.5","HMGU",6.49,14.3
"ENSG00000169062.14","ENST00000493727.5","MPIMG",5.2,18.86
"ENSG00000169062.14","ENST00000493727.5","ICMB",21.99,56.03
"ENSG00000169062.14","ENST00000493727.5","LUMC",23.15,41.76
"ENSG00000169062.14","ENST00000493727.5","UNIGE",23.61,53.9
"ENSG00000169062.14","ENST00000493727.5","UU",17.09,35.78
"ENSG00000092199.17","ENST00000557157.5","CNAG",0,42.49
"ENSG00000092199.17","ENST00000557157.5","HMGU",0,0
"ENSG00000092199.17","ENST00000557157.5","MPIMG",0,0
"ENSG00000092199.17","ENST00000557157.5","ICMB",0,913.45
"ENSG00000092199.17","ENST00000557157.5","LUMC",0,0
"ENSG00000092199.17","ENST00000557157.5","UNIGE",0,0
"ENSG00000092199.17","ENST00000557157.5","UU",0,96.45
"ENSG00000172590.18","ENST00000355151.9","CNAG",88.26,94.76
"ENSG00000172590.18","ENST00000355151.9","HMGU",106.06,110.43
"ENSG00000172590.18","ENST00000355151.9","MPIMG",82.19,95.52
"ENSG00000172590.18","ENST00000355151.9","ICMB",213.19,223.27
"ENSG00000172590.18","ENST00000355151.9","LUMC",182.61,182.38
"ENSG00000172590.18","ENST00000355151.9","UNIGE",199.47,199.11
"ENSG00000172590.18","ENST00000355151.9","UU",193.58,206.12
"ENSG00000172590.18","ENST00000555345.5","CNAG",0.94,0
"ENSG00000172590.18","ENST00000555345.5","HMGU",6.21,3.18
"ENSG00000172590.18","ENST00000555345.5","MPIMG",0,0
"ENSG00000172590.18","ENST00000555345.5","ICMB",18.74,20.19
"ENSG00000172590.18","ENST00000555345.5","LUMC",17.8,16.53
"ENSG00000172590.18","ENST00000555345.5","UNIGE",20.54,19.32
"ENSG00000172590.18","ENST00000555345.5","UU",14.22,15.11
"ENSG00000172590.18","ENST00000432849.7","CNAG",30.87,31.78
"ENSG00000172590.18","ENST00000432849.7","HMGU",40.22,38.13
"ENSG00000172590.18","ENST00000432849.7","MPIMG",31.18,28.29
"ENSG00000172590.18","ENST00000432849.7","ICMB",96.51,97.91
"ENSG00000172590.18","ENST00000432849.7","LUMC",66.21,71.04
"ENSG00000172590.18","ENST00000432849.7","UNIGE",84.49,85.48
"ENSG00000172590.18","ENST00000432849.7","UU",77.58,85.07
"ENSG00000172590.18","ENST00000556465.5","CNAG",0,0
"ENSG00000172590.18","ENST00000556465.5","HMGU",0,0
"ENSG00000172590.18","ENST00000556465.5","MPIMG",0,0
"ENSG00000172590.18","ENST00000556465.5","ICMB",9.69,9.06
"ENSG00000172590.18","ENST00000556465.5","LUMC",11.34,11.02
"ENSG00000172590.18","ENST00000556465.5","UNIGE",7.02,6.24
"ENSG00000172590.18","ENST00000556465.5","UU",11.1,10.19
"ENSG00000235194.8","ENST00000452015.8","CNAG",72.71,24.77
"ENSG00000235194.8","ENST00000452015.8","HMGU",69.71,27.2
"ENSG00000235194.8","ENST00000452015.8","MPIMG",70.79,24.92
"ENSG00000235194.8","ENST00000452015.8","ICMB",100.73,75.2
"ENSG00000235194.8","ENST00000452015.8","LUMC",87.75,86.92
"ENSG00000235194.8","ENST00000452015.8","UNIGE",80.06,72.75
"ENSG00000235194.8","ENST00000452015.8","UU",89.64,80.64
"ENSG00000100836.10","ENST00000556821.5","CNAG",24.65,0
"ENSG00000100836.10","ENST00000556821.5","HMGU",38.68,0
"ENSG00000100836.10","ENST00000556821.5","MPIMG",27.83,0
"ENSG00000100836.10","ENST00000556821.5","ICMB",48.61,20.4
"ENSG00000100836.10","ENST00000556821.5","LUMC",26.01,22.55
"ENSG00000100836.10","ENST00000556821.5","UNIGE",21.06,15.09
"ENSG00000100836.10","ENST00000556821.5","UU",40.3,28.88
"ENSG00000100889.11","ENST00000545054.6","CNAG",0,0
"ENSG00000100889.11","ENST00000545054.6","HMGU",0,0
"ENSG00000100889.11","ENST00000545054.6","MPIMG",0,0
"ENSG00000100889.11","ENST00000545054.6","ICMB",38.26,43.84
"ENSG00000100889.11","ENST00000545054.6","LUMC",47.58,52.04
"ENSG00000100889.11","ENST00000545054.6","UNIGE",74.2,97.17
"ENSG00000100889.11","ENST00000545054.6","UU",46.11,52.4
"ENSG00000100889.11","ENST00000561286.5","CNAG",65.73,471.19
"ENSG00000100889.11","ENST00000561286.5","HMGU",17.34,297.66
"ENSG00000100889.11","ENST00000561286.5","MPIMG",22.62,329.92
"ENSG00000100889.11","ENST00000561286.5","ICMB",0,4.12
"ENSG00000100889.11","ENST00000561286.5","LUMC",6.46,11.4
"ENSG00000100889.11","ENST00000561286.5","UNIGE",0,0
"ENSG00000100889.11","ENST00000561286.5","UU",24.4,109.88
"ENSG00000100897.17","ENST00000559115.5","CNAG",796.84,189.74
"ENSG00000100897.17","ENST00000559115.5","HMGU",738.33,222.31
"ENSG00000100897.17","ENST00000559115.5","MPIMG",685.09,92.76
"ENSG00000100897.17","ENST00000559115.5","ICMB",497.77,321.41
"ENSG00000100897.17","ENST00000559115.5","LUMC",459.77,352.83
"ENSG00000100897.17","ENST00000559115.5","UNIGE",383.51,269.73
"ENSG00000100897.17","ENST00000559115.5","UU",664.02,496.21
"ENSG00000100897.17","ENST00000326009.9","CNAG",509.48,904.58
"ENSG00000100897.17","ENST00000326009.9","HMGU",627.11,901.33
"ENSG00000100897.17","ENST00000326009.9","MPIMG",500.31,845.43
"ENSG00000100897.17","ENST00000326009.9","ICMB",597.84,665.41
"ENSG00000100897.17","ENST00000326009.9","LUMC",656.6,666.81
"ENSG00000100897.17","ENST00000326009.9","UNIGE",520.64,539.47
"ENSG00000100897.17","ENST00000326009.9","UU",621.7,713.94
"ENSG00000092010.14","ENST00000559123.5","CNAG",0,0
"ENSG00000092010.14","ENST00000559123.5","HMGU",4.48,4.31
"ENSG00000092010.14","ENST00000559123.5","MPIMG",0,0
"ENSG00000092010.14","ENST00000559123.5","ICMB",18.82,18.08
"ENSG00000092010.14","ENST00000559123.5","LUMC",26.56,26.5
"ENSG00000092010.14","ENST00000559123.5","UNIGE",18.57,19.12
"ENSG00000092010.14","ENST00000559123.5","UU",23.23,23.35
"ENSG00000100911.15","ENST00000216802.9","CNAG",313.75,30.18
"ENSG00000100911.15","ENST00000216802.9","HMGU",285.36,22.06
"ENSG00000100911.15","ENST00000216802.9","MPIMG",375.04,0
"ENSG00000100911.15","ENST00000216802.9","ICMB",121.19,18.26
"ENSG00000100911.15","ENST00000216802.9","LUMC",102.44,25.39
"ENSG00000100911.15","ENST00000216802.9","UNIGE",92.78,21.55
"ENSG00000100911.15","ENST00000216802.9","UU",112.67,32.9
"ENSG00000092098.16","ENST00000559275.5","CNAG",94.57,769.61
"ENSG00000092098.16","ENST00000559275.5","HMGU",93.65,573.61
"ENSG00000092098.16","ENST00000559275.5","MPIMG",88.94,616.29
"ENSG00000092098.16","ENST00000559275.5","ICMB",91.62,284.6
"ENSG00000092098.16","ENST00000559275.5","LUMC",80.58,177.51
"ENSG00000092098.16","ENST00000559275.5","UNIGE",102.51,267.96
"ENSG00000092098.16","ENST00000559275.5","UU",148.24,415.86
"ENSG00000092098.16","ENST00000324103.10","CNAG",1224.95,340.28
"ENSG00000092098.16","ENST00000324103.10","HMGU",1076.94,298.66
"ENSG00000092098.16","ENST00000324103.10","MPIMG",1073.09,192.51
"ENSG00000092098.16","ENST00000324103.10","ICMB",911.92,580.63
"ENSG00000092098.16","ENST00000324103.10","LUMC",1064.74,941.6
"ENSG00000092098.16","ENST00000324103.10","UNIGE",918.86,717.27
"ENSG00000092098.16","ENST00000324103.10","UU",1029.36,749.91
"ENSG00000092098.16","ENST00000559583.1","CNAG",4.01,0
"ENSG00000092098.16","ENST00000559583.1","HMGU",0,0
"ENSG00000092098.16","ENST00000559583.1","MPIMG",3.93,0
"ENSG00000092098.16","ENST00000559583.1","ICMB",10.18,0
"ENSG00000092098.16","ENST00000559583.1","LUMC",17.54,13.09
"ENSG00000092098.16","ENST00000559583.1","UNIGE",36.67,34.21
"ENSG00000092098.16","ENST00000559583.1","UU",11.49,0
"ENSG00000213928.8","ENST00000559284.5","CNAG",243.42,366.33
"ENSG00000213928.8","ENST00000559284.5","HMGU",174.73,286.42
"ENSG00000213928.8","ENST00000559284.5","MPIMG",213.16,342.01
"ENSG00000213928.8","ENST00000559284.5","ICMB",153.76,209.84
"ENSG00000213928.8","ENST00000559284.5","LUMC",167.4,219.13
"ENSG00000213928.8","ENST00000559284.5","UNIGE",157.07,197.75
"ENSG00000213928.8","ENST00000559284.5","UU",137.77,196.17
"ENSG00000196497.16","ENST00000354464.10","CNAG",161.83,111.59
"ENSG00000196497.16","ENST00000354464.10","HMGU",322.9,191.17
"ENSG00000196497.16","ENST00000354464.10","MPIMG",84.56,95.78
"ENSG00000196497.16","ENST00000354464.10","ICMB",974.74,788.67
"ENSG00000196497.16","ENST00000354464.10","LUMC",1046.15,1074.72
"ENSG00000196497.16","ENST00000354464.10","UNIGE",913.78,966.47
"ENSG00000196497.16","ENST00000354464.10","UU",855.67,810.47
"ENSG00000196497.16","ENST00000558046.5","CNAG",1541.85,1723.62
"ENSG00000196497.16","ENST00000558046.5","HMGU",1418.93,1500.17
"ENSG00000196497.16","ENST00000558046.5","MPIMG",1293.25,1405.16
"ENSG00000196497.16","ENST00000558046.5","ICMB",401.39,508.27
"ENSG00000196497.16","ENST00000558046.5","LUMC",600.91,603.1
"ENSG00000196497.16","ENST00000558046.5","UNIGE",684.34,658.8
"ENSG00000196497.16","ENST00000558046.5","UU",688,740.57
"ENSG00000196497.16","ENST00000625289.1","CNAG",0,0
"ENSG00000196497.16","ENST00000625289.1","HMGU",0,0
"ENSG00000196497.16","ENST00000625289.1","MPIMG",0,0
"ENSG00000196497.16","ENST00000625289.1","ICMB",0,0
"ENSG00000196497.16","ENST00000625289.1","LUMC",0.89,0
"ENSG00000196497.16","ENST00000625289.1","UNIGE",8.17,6.83
"ENSG00000196497.16","ENST00000625289.1","UU",0,0
"ENSG00000100926.14","ENST00000261789.8","CNAG",542.34,16.71
"ENSG00000100926.14","ENST00000261789.8","HMGU",427.72,25.45
"ENSG00000100926.14","ENST00000261789.8","MPIMG",465.7,18.9
"ENSG00000100926.14","ENST00000261789.8","ICMB",415.97,250.86
"ENSG00000100926.14","ENST00000261789.8","LUMC",345.26,289.02
"ENSG00000100926.14","ENST00000261789.8","UNIGE",342.82,270.01
"ENSG00000100926.14","ENST00000261789.8","UU",407.23,307.4
"ENSG00000100926.14","ENST00000530468.5","CNAG",0,0
"ENSG00000100926.14","ENST00000530468.5","HMGU",0,0
"ENSG00000100926.14","ENST00000530468.5","MPIMG",0,0
"ENSG00000100926.14","ENST00000530468.5","ICMB",11.5,8.47
"ENSG00000100926.14","ENST00000530468.5","LUMC",10.88,10.66
"ENSG00000100926.14","ENST00000530468.5","UNIGE",9.87,9.71
"ENSG00000100926.14","ENST00000530468.5","UU",9.53,8.55
"ENSG00000254692.1","ENST00000530611.1","CNAG",77.37,689.26
"ENSG00000254692.1","ENST00000530611.1","HMGU",117.8,642.56
"ENSG00000254692.1","ENST00000530611.1","MPIMG",71.27,664.27
"ENSG00000254692.1","ENST00000530611.1","ICMB",71.32,218.88
"ENSG00000254692.1","ENST00000530611.1","LUMC",195.79,278.28
"ENSG00000254692.1","ENST00000530611.1","UNIGE",142.53,221.76
"ENSG00000254692.1","ENST00000530611.1","UU",179.81,291.44
"ENSG00000254505.9","ENST00000530996.5","CNAG",754.76,759.08
"ENSG00000254505.9","ENST00000530996.5","HMGU",707.01,682.01
"ENSG00000254505.9","ENST00000530996.5","MPIMG",664.42,689.75
"ENSG00000254505.9","ENST00000530996.5","ICMB",568.7,493.57
"ENSG00000254505.9","ENST00000530996.5","LUMC",604.02,560.34
"ENSG00000254505.9","ENST00000530996.5","UNIGE",470.66,424.45
"ENSG00000254505.9","ENST00000530996.5","UU",951.33,855.75
"ENSG00000213903.8","ENST00000553481.1","CNAG",0,5.38
"ENSG00000213903.8","ENST00000553481.1","HMGU",0,2.2
"ENSG00000213903.8","ENST00000553481.1","MPIMG",0,6.95
"ENSG00000213903.8","ENST00000553481.1","ICMB",0,0
"ENSG00000213903.8","ENST00000553481.1","LUMC",0,0
"ENSG00000213903.8","ENST00000553481.1","UNIGE",0,0
"ENSG00000213903.8","ENST00000553481.1","UU",0,0
"ENSG00000100441.9","ENST00000553935.5","CNAG",182.06,20.79
"ENSG00000100441.9","ENST00000553935.5","HMGU",174.13,19.58
"ENSG00000100441.9","ENST00000553935.5","MPIMG",88.38,0
"ENSG00000100441.9","ENST00000553935.5","ICMB",246.32,194.04
"ENSG00000100441.9","ENST00000553935.5","LUMC",338.21,340.32
"ENSG00000100441.9","ENST00000553935.5","UNIGE",269.39,284.83
"ENSG00000100441.9","ENST00000553935.5","UU",313.21,307.93
"ENSG00000100473.15","ENST00000555117.1","CNAG",0,0
"ENSG00000100473.15","ENST00000555117.1","HMGU",0,0
"ENSG00000100473.15","ENST00000555117.1","MPIMG",0,0
"ENSG00000100473.15","ENST00000555117.1","ICMB",2.83,2.82
"ENSG00000100473.15","ENST00000555117.1","LUMC",4.32,5.36
"ENSG00000100473.15","ENST00000555117.1","UNIGE",3.49,4.05
"ENSG00000100473.15","ENST00000555117.1","UU",4.9,5.29
"ENSG00000100473.15","ENST00000216361.8","CNAG",414.2,53.84
"ENSG00000100473.15","ENST00000216361.8","HMGU",480.09,111.23
"ENSG00000100473.15","ENST00000216361.8","MPIMG",423.32,39.01
"ENSG00000100473.15","ENST00000216361.8","ICMB",369.76,233.93
"ENSG00000100473.15","ENST00000216361.8","LUMC",302.68,279.33
"ENSG00000100473.15","ENST00000216361.8","UNIGE",227.1,207.68
"ENSG00000100473.15","ENST00000216361.8","UU",338.16,271.23
"ENSG00000092148.12","ENST00000399332.5","CNAG",646.92,53.67
"ENSG00000092148.12","ENST00000399332.5","HMGU",752.78,262.01
"ENSG00000092148.12","ENST00000399332.5","MPIMG",645.73,31.41
"ENSG00000092148.12","ENST00000399332.5","ICMB",522.77,394.07
"ENSG00000092148.12","ENST00000399332.5","LUMC",640.86,598.56
"ENSG00000092148.12","ENST00000399332.5","UNIGE",746.48,656.49
"ENSG00000092148.12","ENST00000399332.5","UU",500.73,415.73
"ENSG00000129480.12","ENST00000549850.1","CNAG",39.23,29.9
"ENSG00000129480.12","ENST00000549850.1","HMGU",45.75,37.07
"ENSG00000129480.12","ENST00000549850.1","MPIMG",36.35,26.4
"ENSG00000129480.12","ENST00000549850.1","ICMB",48.31,47.34
"ENSG00000129480.12","ENST00000549850.1","LUMC",56.59,65.66
"ENSG00000129480.12","ENST00000549850.1","UNIGE",59.41,66.72
"ENSG00000129480.12","ENST00000549850.1","UU",50.19,56.59
"ENSG00000198604.10","ENST00000358716.8","CNAG",400.85,492.08
"ENSG00000198604.10","ENST00000358716.8","HMGU",459.74,542.1
"ENSG00000198604.10","ENST00000358716.8","MPIMG",442.94,507.32
"ENSG00000198604.10","ENST00000358716.8","ICMB",702.79,666.45
"ENSG00000198604.10","ENST00000358716.8","LUMC",682.36,613.26
"ENSG00000198604.10","ENST00000358716.8","UNIGE",755.4,657.13
"ENSG00000198604.10","ENST00000358716.8","UU",655.83,620.17
"ENSG00000198604.10","ENST00000382422.6","CNAG",1820.05,1695.37
"ENSG00000198604.10","ENST00000382422.6","HMGU",1878.86,1849.14
"ENSG00000198604.10","ENST00000382422.6","MPIMG",1987,1887.2
"ENSG00000198604.10","ENST00000382422.6","ICMB",1593.42,1442.67
"ENSG00000198604.10","ENST00000382422.6","LUMC",1065.49,1026.31
"ENSG00000198604.10","ENST00000382422.6","UNIGE",1373.29,1159.2
"ENSG00000198604.10","ENST00000382422.6","UU",1173.84,1035.34
"ENSG00000198604.10","ENST00000360310.5","CNAG",0,0
"ENSG00000198604.10","ENST00000360310.5","HMGU",0,0
"ENSG00000198604.10","ENST00000360310.5","MPIMG",0,0
"ENSG00000198604.10","ENST00000360310.5","ICMB",190.54,524.94
"ENSG00000198604.10","ENST00000360310.5","LUMC",565.69,669.08
"ENSG00000198604.10","ENST00000360310.5","UNIGE",346.79,598.57
"ENSG00000198604.10","ENST00000360310.5","UU",184.06,358.65
"ENSG00000100906.10","ENST00000557389.1","CNAG",547.27,116.59
"ENSG00000100906.10","ENST00000557389.1","HMGU",454.48,132.99
"ENSG00000100906.10","ENST00000557389.1","MPIMG",776.93,144.78
"ENSG00000100906.10","ENST00000557389.1","ICMB",194.49,121.23
"ENSG00000100906.10","ENST00000557389.1","LUMC",128.5,112.59
"ENSG00000100906.10","ENST00000557389.1","UNIGE",169.07,131.64
"ENSG00000100906.10","ENST00000557389.1","UU",135.2,107.58
"ENSG00000213741.9","ENST00000245458.10","CNAG",16948.76,17146.04
"ENSG00000213741.9","ENST00000245458.10","HMGU",14022.04,14081.21
"ENSG00000213741.9","ENST00000245458.10","MPIMG",14409.39,14700.32
"ENSG00000213741.9","ENST00000245458.10","ICMB",12264.75,11945.08
"ENSG00000213741.9","ENST00000245458.10","LUMC",11847.22,12213.31
"ENSG00000213741.9","ENST00000245458.10","UNIGE",9617.7,9509.8
"ENSG00000213741.9","ENST00000245458.10","UU",16458.82,16278.83
"ENSG00000276168.1","ENST00000618786.1","CNAG",317.27,322.21
"ENSG00000276168.1","ENST00000618786.1","HMGU",183.56,182.57
"ENSG00000276168.1","ENST00000618786.1","MPIMG",229.49,231.98
"ENSG00000276168.1","ENST00000618786.1","ICMB",275.88,269.31
"ENSG00000276168.1","ENST00000618786.1","LUMC",1500.39,1550.74
"ENSG00000276168.1","ENST00000618786.1","UNIGE",1714.43,1747.16
"ENSG00000276168.1","ENST00000618786.1","UU",391.04,384
"ENSG00000165501.16","ENST00000298288.10","CNAG",352.7,237.64
"ENSG00000165501.16","ENST00000298288.10","HMGU",358.81,253.71
"ENSG00000165501.16","ENST00000298288.10","MPIMG",354.26,227.43
"ENSG00000165501.16","ENST00000298288.10","ICMB",322.46,225.87
"ENSG00000165501.16","ENST00000298288.10","LUMC",201.44,208.05
"ENSG00000165501.16","ENST00000298288.10","UNIGE",162.75,177.52
"ENSG00000165501.16","ENST00000298288.10","UU",293.23,287.59
"ENSG00000165501.16","ENST00000540712.1","CNAG",18.48,131.8
"ENSG00000165501.16","ENST00000540712.1","HMGU",27.4,171.74
"ENSG00000165501.16","ENST00000540712.1","MPIMG",20.97,157.64
"ENSG00000165501.16","ENST00000540712.1","ICMB",107.09,213.98
"ENSG00000165501.16","ENST00000540712.1","LUMC",148.88,161.61
"ENSG00000165501.16","ENST00000540712.1","UNIGE",208.13,207.49
"ENSG00000165501.16","ENST00000540712.1","UU",79.8,100.37
"ENSG00000168282.5","ENST00000305386.3","CNAG",1592.33,221.23
"ENSG00000168282.5","ENST00000305386.3","HMGU",1548.51,277.54
"ENSG00000168282.5","ENST00000305386.3","MPIMG",1556.06,112.07
"ENSG00000168282.5","ENST00000305386.3","ICMB",1526.55,1341.26
"ENSG00000168282.5","ENST00000305386.3","LUMC",1449.72,1568.96
"ENSG00000168282.5","ENST00000305386.3","UNIGE",1462.04,1522.11
"ENSG00000168282.5","ENST00000305386.3","UU",1562.4,1667.95
"ENSG00000258377.1","ENST00000555043.1","CNAG",0,1174.13
"ENSG00000258377.1","ENST00000555043.1","HMGU",0,1175.82
"ENSG00000258377.1","ENST00000555043.1","MPIMG",0,1232.54
"ENSG00000258377.1","ENST00000555043.1","ICMB",0,196.49
"ENSG00000258377.1","ENST00000555043.1","LUMC",0,0
"ENSG00000258377.1","ENST00000555043.1","UNIGE",0,0
"ENSG00000258377.1","ENST00000555043.1","UU",0,0
"ENSG00000165506.14","ENST00000406043.3","CNAG",170.27,98.12
"ENSG00000165506.14","ENST00000406043.3","HMGU",186.08,111.02
"ENSG00000165506.14","ENST00000406043.3","MPIMG",170.13,97.98
"ENSG00000165506.14","ENST00000406043.3","ICMB",143.66,123.31
"ENSG00000165506.14","ENST00000406043.3","LUMC",103.71,112.23
"ENSG00000165506.14","ENST00000406043.3","UNIGE",92.72,95.29
"ENSG00000165506.14","ENST00000406043.3","UU",112.2,114.05
"ENSG00000278771.1","ENST00000610674.1","CNAG",2.05,2.04
"ENSG00000278771.1","ENST00000610674.1","HMGU",0.92,0.96
"ENSG00000278771.1","ENST00000610674.1","MPIMG",1.42,1.38
"ENSG00000278771.1","ENST00000610674.1","ICMB",1.08,1.07
"ENSG00000278771.1","ENST00000610674.1","LUMC",11.68,12.11
"ENSG00000278771.1","ENST00000610674.1","UNIGE",13.23,13.18
"ENSG00000278771.1","ENST00000610674.1","UU",1.2,1.2
"ENSG00000274012.1","ENST00000490232.3","CNAG",371.57,373.85
